"Course number","Course title","Registration restrictions","Units","Type","Section","Session","Time","Days","Seats","Registered","Waitlist","Instructor","Room"
"","","","","Lecture","30764R","048","5:00-6:20pm","Mon, Wed","76","37","0","Jeffrey Draper","OHE136"
"EE-579","Wireless and Mobile Networks Design and Laboratory","P","3.0 units","Lecture-Lab","30852R","048","2:00-4:50pm","Friday","21","18","0","Bhaskar Krishnamachari","KAP134"
"EE-583","Statistical Signal Processing","P","3.0 units","Lecture","30676R","048","11:00-12:20pm","Tue, Thu","1","0","0","",""
"EE-585","Linear System Theory","P","3.0 units","Lecture","30772R","048","9:30-10:50am","Tue, Thu","40","7","0","Fariba Ariaei","OHE132"
"","","","","Lecture","30774D","034","9:30-10:50am","Tue, Thu","20","2","0","Fariba Ariaei","DEN@Viterbi"
"EE-586L","Advanced DSP Design Laboratory","P","4.0 units","Lecture","30776R","048","3:30-4:20pm","Monday","25","15","0","Panayiotis Georgiou","EEB B18"
"","","","","Lab","30778R","048","10:00-11:50am","Friday","12","4","0","","EEB B18"
"","","","","Lab","30782R","048","1:00-2:50pm","Friday","12","4","0","","EEB B18"
"","","","","Lab","30882R","048","3:00-4:50pm","Friday","24","2","0","","EEB B18"
"","","","","Lab","31011R","048","3:30-4:50pm","Wednesday","24","7","0","","EEB B18"
"EE-590","Directed Research","","1.0-12.0 units","Lecture","30783D","048","TBA","TBA","175","1","0","Sandeep Gupta, Eun Kim, Edward Maby","OFFICE"
"EE-591","Magnetic Resonance Imaging and Reconstruction","P","3.0 units","Lecture","31118R","048","1:00-3:50pm","Friday","1","0","0","",""
"EE-592","Computational Methods for Inverse Problems","P","3.0 units","Lecture","31300R","048","TBA","TBA","1","0","0","","TBA"
"EE-594a","Master's Thesis","C","2.0 units","Lecture","30775D","048","TBA","TBA","26","0","0","","OFFICE"
"EE-594b","Master's Thesis","PC","2.0 units","Lecture","30777R","048","TBA","TBA","25","0","0","","OFFICE"
"EE-594z","Master's Thesis","PC","0.0 units","Lecture","30779R","048","TBA","TBA","25","0","0","","OFFICE"
"EE-596","Wavelets","P","3.0 units","Lecture","31288R","048","11:00-12:20pm","Tue, Thu","30","6","0","Antonio Ortega","KAP158"
"EE-597","Wireless Networks","P","3.0 units","Lecture","31122R","048","9:30-10:50am","Tue, Thu","56","45","0","Konstantinos Psounis","SOS B44"
"EE-598","Electrical Engineering Research Seminar","C","1.0 units, max 2","Lecture","30941D","048","2:00-2:50pm","Wednesday","15","15","0","Rahul Jain","EEB248"
"EE-599","Special Topics","","2.0-4.0 units, max 9"
"","Decision Making in Networked Systems","","3.0","Lecture","30446D","048","3:30-4:50pm","Mon, Wed","25","0","0","Ashutosh Nayyar","KAP164"
"","Advanced Transistor Physics and Technology","","3.0","Lecture","30455R","048","2:00-3:20pm","Mon, Wed","30","0","0","Rehan Kapadia","MHP B7B"
"","Integrated Memory Device and Technology","","3.0","Lecture","30919R","048","3:30-4:50pm","Mon, Wed","35","30","0","Han Wang","KAP147"
"","Signal Processing and Control in Neural Systems","","3.0","Lecture","30999D","048","9:30-10:50am","Tue, Thu","30","5","0","Maryam Shanechi","VHE217"
"","Machine Learning for Medical Applications","","3.0","Lecture","31336R","048","3:30-4:50pm","Mon, Wed","30","0","0","",""
"","CMOS:Nano Neuromorphic Circuits","","4.0","Lecture","31337R","048","2:00-3:20pm","Tue, Thu","40","18","0","Alice Parker","KAP146"
"","Bio-Inspired and Nanoscale Integrated Computing","","3.0","Lecture","31378D","048","1:00-3:40pm","Friday","30","1","0","Mary Eshaghian","LVL16"
"","5G Wireless Systems","","3.0","Lecture","31379D","048","5:00-6:20pm","Mon, Wed","25","1","0","Andreas Molisch","VHE206"
"EE-601","Advanced Semiconductor Device Physics","","3.0 units","Lecture","31113R","048","9:30-10:50am","Tue, Thu","25","2","0","Tony Levi","GFS223"
"EE-607","Microelectromechanical Systems","P","3.0 units","Lecture","30971R","048","1:30-4:20pm","Friday","25","0","0","Eun Kim","KAP159"
"EE-612","Science and Practice of Nanotechnology","P","3.0 units","Lecture","30802R","048","11:00-12:20pm","Tue, Thu","20","0","0","",""
"EE-632","Integrated Communication Systems","P","3.0 units","Lecture","30972R","048","11:00-12:20pm","Tue, Thu","30","8","0","Hossein Hashemi","KAP140"
"EE-642","Advanced Geometrical Optics","P","3.0 units","Lecture","30795R","048","6:00-9:00pm","Wednesday","15","1","0","Armand Tanguay","KAP138"
"EE-669","Multimedia Data Compression","","3.0 units","Lecture","30808D","034","9:00-11:50am","Friday","20","1","0","Jay Kuo","DEN@Viterbi"
"","","","","Discussion","31092R","034","8:30-9:20am","Wednesday","20","1","0","","DEN@Viterbi"
"","","","","Lecture","30810R","048","9:00-11:50am","Friday","70","12","0","Jay Kuo","OHE122"
"","","","","Discussion","31091R","048","8:30-9:20am","Wednesday","70","12","0","","OHE136"
"EE-681","Computer Aided Design of Digital Systems II","P","3.0 units","Lecture","30967R","048","10:00-11:50am","Mon, Wed","30","1","0","Massoud Pedram","GFS223"
"EE-690","Directed Research","","1.0-4.0 units","Lecture","30830D","048","TBA","TBA","20","0","0","Sandeep Gupta, Eun Kim, Edward Maby","OFFICE"
"EE-790","Research","","1.0-12.0 units","Lecture","30831D","048","TBA","TBA","200","2","0","Sandeep Gupta, Eun Kim, Edward Maby","OFFICE"
"EE-794a","Doctoral Dissertation","C","2.0 units","Lecture","30832D","048","TBA","TBA","40","1","0","","OFFICE"
"EE-794b","Doctoral Dissertation","PC","2.0 units","Lecture","30833R","048","TBA","TBA","40","4","0","","OFFICE"
"EE-794c","Doctoral Dissertation","PC","2.0 units","Lecture","30834R","048","TBA","TBA","40","2","0","","OFFICE"
"EE-794d","Doctoral Dissertation","PC","2.0 units","Lecture","30835R","048","TBA","TBA","40","0","0","","OFFICE"
"EE-794z","Doctoral Dissertation","PC","0.0 units","Lecture","30836R","048","TBA","TBA","40","0","0","","OFFICE"
